dft_job_id,candidate_id,arm,formula,n_sites,elements,qe_input_path,qe_output_dir,kpoints_grid,ecutwfc_ry,ecutrho_ry,pseudo_files,pseudo_sha256,pw_x,mpirun,selected_before_DFT_outcome,outcome_available,completed_positive_result,claim_scope
a3v4-phase29b-parc-release-full-0075,mattergen_pilot_5k_3gpu_00102,PARC-release-full,Dy1 Er1 Nb2 O8,12,Dy|Er|Nb|O,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29b-parc-release-full-0075/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29b-parc-release-full-0075,5 5 4,60,480,Dy.GGA-PBE-paw-v1.0.UPF|Er.GGA-PBE-paw-v1.0.UPF|Nb.pbe-spn-kjpaw_psl.0.3.0.UPF|O.pbe-n-kjpaw_psl.0.1.UPF,05c9718e721659702686644d9eb483a48cbf50c06f51501fbf59c2a7aa5cb5b5|da574f4bdcf21b3eaaea796a61ec2d15800de1244b2e05f58070c538d5a5bc1d|ccf07218ea34daaa63ff57d9f44ca8b4b529728cccbc8f74dd5fc804ac01e48e|7c4b6ed541f83d0afdf5c1d3a8c611340f073f3e2b11e95b7963bb2ee26929aa,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29c-raw-top100-extra-tail-0001,mattergen_pilot_5k_3gpu_04876,raw_top100_extra_tail,Ca2 F5,7,Ca|F,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29c-raw-top100-extra-tail-0001/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29c-raw-top100-extra-tail-0001,6 6 4,60,480,Ca_pbe_v1.uspp.F.UPF|f_pbe_v1.4.uspp.F.UPF,5887acb75823f7f92df1b3117fece4e43498cafccaaaf9cfa653615af1a20d6e|9802dd8e5c30fe92ff0a8dc0865f4fb9023d6a3a42caccdd33c0de6de83d0883,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29c-raw-top100-extra-tail-0002,mattergen_pilot_5k_3gpu_01374,raw_top100_extra_tail,Tb2 Sm2 B4 O12,20,B|O|Sm|Tb,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29c-raw-top100-extra-tail-0002/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29c-raw-top100-extra-tail-0002,4 4 4,60,480,b_pbe_v1.4.uspp.F.UPF|O.pbe-n-kjpaw_psl.0.1.UPF|Sm.GGA-PBE-paw-v1.0.UPF|Tb.GGA-PBE-paw-v1.0.UPF,01a3696c14b1b245b9741165ffea38120b879286cddbeb956142f8fa922941ee|7c4b6ed541f83d0afdf5c1d3a8c611340f073f3e2b11e95b7963bb2ee26929aa|546386422d6cd3d5eea8e28282cd08901f34da134914fbe32115451ef94bc075|cde673681d993b83b0a65e3945537e1c4ec61bbfee3c4b0a432f2fb38bbeb478,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29c-raw-top100-extra-tail-0003,mattergen_pilot_5k_3gpu_03799,raw_top100_extra_tail,Cs2 Tb2 Pb2 F12,18,Cs|F|Pb|Tb,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29c-raw-top100-extra-tail-0003/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29c-raw-top100-extra-tail-0003,3 3 3,60,480,Cs_pbe_v1.uspp.F.UPF|f_pbe_v1.4.uspp.F.UPF|Pb.pbe-dn-kjpaw_psl.0.2.2.UPF|Tb.GGA-PBE-paw-v1.0.UPF,5039c3123828de0c626459254b67b6637225866dd81d5ee1d855e26f99d3ac2c|9802dd8e5c30fe92ff0a8dc0865f4fb9023d6a3a42caccdd33c0de6de83d0883|b67ab5c757bc89933ccd96deecdf3b629c72783a38b6c23d78457e4abb61219d|cde673681d993b83b0a65e3945537e1c4ec61bbfee3c4b0a432f2fb38bbeb478,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29c-raw-top100-extra-tail-0004,mattergen_pilot_5k_3gpu_00727,raw_top100_extra_tail,Tb7 W1 O12,20,O|Tb|W,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29c-raw-top100-extra-tail-0004/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29c-raw-top100-extra-tail-0004,4 3 4,60,480,O.pbe-n-kjpaw_psl.0.1.UPF|Tb.GGA-PBE-paw-v1.0.UPF|W_pbe_v1.2.uspp.F.UPF,7c4b6ed541f83d0afdf5c1d3a8c611340f073f3e2b11e95b7963bb2ee26929aa|cde673681d993b83b0a65e3945537e1c4ec61bbfee3c4b0a432f2fb38bbeb478|3cb024d05ba2413340c9e993bc149bf94d44fb23e609642466d87ca30c88c569,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29c-raw-top100-extra-tail-0005,mattergen_pilot_5k_3gpu_00192,raw_top100_extra_tail,Y2 H1 Ir1 I2,6,H|I|Ir|Y,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29c-raw-top100-extra-tail-0005/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29c-raw-top100-extra-tail-0005,6 6 2,60,480,H.pbe-rrkjus_psl.1.0.0.UPF|I.pbe-n-kjpaw_psl.0.2.UPF|Ir_pbe_v1.2.uspp.F.UPF|Y_pbe_v1.uspp.F.UPF,27f8a7e87851d59a2698237d6ab4578d62950640f4f175781b015a0ce731f962|24cb9b3d87f9cd94b025b333aef9360b1e1a721e82ca0efacc5cc33f8370ae8f|7fb680571391e90cc59b343841d65f69fbf47382191c6fc511717f0e0b689e03|5be8c6f04a4624425acd919bf34103b4498606638e23b0adb6386ce4f6fc86fc,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29c-raw-top100-extra-tail-0006,mattergen_pilot_5k_3gpu_04505,raw_top100_extra_tail,Li3 V2 Cr2 F10,17,Cr|F|Li|V,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29c-raw-top100-extra-tail-0006/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29c-raw-top100-extra-tail-0006,5 4 3,60,480,cr_pbe_v1.5.uspp.F.UPF|f_pbe_v1.4.uspp.F.UPF|li_pbe_v1.4.uspp.F.UPF|v_pbe_v1.4.uspp.F.UPF,c7449bbfea358d76832cf2f7b43dc89101ead6891806773121bfaa93a140f6de|9802dd8e5c30fe92ff0a8dc0865f4fb9023d6a3a42caccdd33c0de6de83d0883|02cc4b3810e28a43b570277840d9631ca24f634d922928200c047b72c0a86bf5|4fc8afef98a911c82908fb9142edf71b2f598dd98762b355a6d291d834fb6d0c,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29c-raw-top100-extra-tail-0007,mattergen_pilot_5k_3gpu_04749,raw_top100_extra_tail,Y3 Os3 O12,18,O|Os|Y,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29c-raw-top100-extra-tail-0007/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29c-raw-top100-extra-tail-0007,4 4 3,60,480,O.pbe-n-kjpaw_psl.0.1.UPF|Os_pbe_v1.2.uspp.F.UPF|Y_pbe_v1.uspp.F.UPF,7c4b6ed541f83d0afdf5c1d3a8c611340f073f3e2b11e95b7963bb2ee26929aa|fb26113f4c4f67a8e0f996bff2a6411a1abdbd12c0d023912361536fdfde4d28|5be8c6f04a4624425acd919bf34103b4498606638e23b0adb6386ce4f6fc86fc,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29c-raw-top100-extra-tail-0008,mattergen_pilot_5k_3gpu_03832,raw_top100_extra_tail,Li3 Ta1 Cu1 O5,10,Cu|Li|O|Ta,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29c-raw-top100-extra-tail-0008/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29c-raw-top100-extra-tail-0008,6 4 4,60,480,Cu_pbe_v1.2.uspp.F.UPF|li_pbe_v1.4.uspp.F.UPF|O.pbe-n-kjpaw_psl.0.1.UPF|Ta_pbe_v1.uspp.F.UPF,9dede247b34c656925badd5241675d0ad77e199249917cd4a927bf0a2e2ab004|02cc4b3810e28a43b570277840d9631ca24f634d922928200c047b72c0a86bf5|7c4b6ed541f83d0afdf5c1d3a8c611340f073f3e2b11e95b7963bb2ee26929aa|e0850b94d7007d47691d131db1fa5ffdaaa6f6a573c1ebf1fb425e46ed891ee1,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29c-raw-top100-extra-tail-0009,mattergen_pilot_5k_3gpu_01480,raw_top100_extra_tail,Cr2 Cu1 Ge1 O6,10,Cr|Cu|Ge|O,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29c-raw-top100-extra-tail-0009/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29c-raw-top100-extra-tail-0009,5 5 5,60,480,cr_pbe_v1.5.uspp.F.UPF|Cu_pbe_v1.2.uspp.F.UPF|ge_pbe_v1.4.uspp.F.UPF|O.pbe-n-kjpaw_psl.0.1.UPF,c7449bbfea358d76832cf2f7b43dc89101ead6891806773121bfaa93a140f6de|9dede247b34c656925badd5241675d0ad77e199249917cd4a927bf0a2e2ab004|1b95046ab0f3228e0404719ca66d0309af5a62313be0b22171b963566c90430b|7c4b6ed541f83d0afdf5c1d3a8c611340f073f3e2b11e95b7963bb2ee26929aa,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29c-raw-top100-extra-tail-0010,mattergen_pilot_5k_3gpu_04752,raw_top100_extra_tail,K2 Tb2 Ce4 O12,20,Ce|K|O|Tb,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29c-raw-top100-extra-tail-0010/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29c-raw-top100-extra-tail-0010,4 4 3,60,480,Ce.GGA-PBE-paw-v1.0.UPF|K.pbe-spn-kjpaw_psl.1.0.0.UPF|O.pbe-n-kjpaw_psl.0.1.UPF|Tb.GGA-PBE-paw-v1.0.UPF,2682b4bd433cbd14b97dd0e7f803271508ae07d9b1d256c8d759bdd7c3280ca0|1dcce1298a9d62eb5625f379743a3da1f4dca353d989d7893ad12e9b3a561c21|7c4b6ed541f83d0afdf5c1d3a8c611340f073f3e2b11e95b7963bb2ee26929aa|cde673681d993b83b0a65e3945537e1c4ec61bbfee3c4b0a432f2fb38bbeb478,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29c-raw-top100-extra-tail-0011,mattergen_pilot_5k_3gpu_03074,raw_top100_extra_tail,Tb2 Dy3 Y5 Ho2,12,Dy|Ho|Tb|Y,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29c-raw-top100-extra-tail-0011/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29c-raw-top100-extra-tail-0011,6 3 2,60,480,Dy.GGA-PBE-paw-v1.0.UPF|Ho.GGA-PBE-paw-v1.0.UPF|Tb.GGA-PBE-paw-v1.0.UPF|Y_pbe_v1.uspp.F.UPF,05c9718e721659702686644d9eb483a48cbf50c06f51501fbf59c2a7aa5cb5b5|f7c5151fcd9f62b8dfdb20d9b685f373cafe5ac0163636bf53e8df31935a919b|cde673681d993b83b0a65e3945537e1c4ec61bbfee3c4b0a432f2fb38bbeb478|5be8c6f04a4624425acd919bf34103b4498606638e23b0adb6386ce4f6fc86fc,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29c-raw-top100-extra-tail-0012,mattergen_pilot_5k_3gpu_02795,raw_top100_extra_tail,Li1 Tm1 Cr2 O8,12,Cr|Li|O|Tm,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29c-raw-top100-extra-tail-0012/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29c-raw-top100-extra-tail-0012,4 4 4,60,480,cr_pbe_v1.5.uspp.F.UPF|li_pbe_v1.4.uspp.F.UPF|O.pbe-n-kjpaw_psl.0.1.UPF|Tm.GGA-PBE-paw-v1.0.UPF,c7449bbfea358d76832cf2f7b43dc89101ead6891806773121bfaa93a140f6de|02cc4b3810e28a43b570277840d9631ca24f634d922928200c047b72c0a86bf5|7c4b6ed541f83d0afdf5c1d3a8c611340f073f3e2b11e95b7963bb2ee26929aa|219d7ba1e216b5f8101468aad272e3db75eb813efc546acbe8844147c22498ee,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29c-raw-top100-extra-tail-0013,mattergen_pilot_5k_3gpu_00546,raw_top100_extra_tail,Ho3 Tm2 Rh3 O12,20,Ho|O|Rh|Tm,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29c-raw-top100-extra-tail-0013/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29c-raw-top100-extra-tail-0013,4 4 4,60,480,Ho.GGA-PBE-paw-v1.0.UPF|O.pbe-n-kjpaw_psl.0.1.UPF|Rh_ONCV_PBE-1.0.oncvpsp.upf|Tm.GGA-PBE-paw-v1.0.UPF,f7c5151fcd9f62b8dfdb20d9b685f373cafe5ac0163636bf53e8df31935a919b|7c4b6ed541f83d0afdf5c1d3a8c611340f073f3e2b11e95b7963bb2ee26929aa|e9b88f5513e25cd2833cd4587d2d34b46dd0be86aaa0e7b00404147510a87504|219d7ba1e216b5f8101468aad272e3db75eb813efc546acbe8844147c22498ee,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29c-raw-top100-extra-tail-0014,mattergen_pilot_5k_3gpu_04905,raw_top100_extra_tail,Ta1 Zn1 Pd1 Ru1,4,Pd|Ru|Ta|Zn,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29c-raw-top100-extra-tail-0014/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29c-raw-top100-extra-tail-0014,6 6 6,60,480,Pd_ONCV_PBE-1.0.oncvpsp.upf|Ru_ONCV_PBE-1.0.oncvpsp.upf|Ta_pbe_v1.uspp.F.UPF|Zn_pbe_v1.uspp.F.UPF,ef259baba5cf16c89389729e960cfb851e4cba656aef62fd8bf1a93de2124020|b9e3df964a103d42e34c2027028361cb6592bdb0bff60275bbaa48c5eaf2adff|e0850b94d7007d47691d131db1fa5ffdaaa6f6a573c1ebf1fb425e46ed891ee1|7710c776159022cdfa14188f04942712811d9a24ad0e74db5ce7c3bdfb95dbbf,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29c-raw-top100-extra-tail-0015,mattergen_pilot_5k_3gpu_02366,raw_top100_extra_tail,Ba1 Sr1 Tm1 Zr1 O6,10,Ba|O|Sr|Tm|Zr,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29c-raw-top100-extra-tail-0015/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29c-raw-top100-extra-tail-0015,4 4 4,60,480,Ba.pbe-spn-kjpaw_psl.1.0.0.UPF|O.pbe-n-kjpaw_psl.0.1.UPF|Sr_pbe_v1.uspp.F.UPF|Tm.GGA-PBE-paw-v1.0.UPF|Zr_pbe_v1.uspp.F.UPF,315a2af416c5906cdff071f5f8e59cfdff912f3c488be1be2cb2f1a044ec7c64|7c4b6ed541f83d0afdf5c1d3a8c611340f073f3e2b11e95b7963bb2ee26929aa|292f7f1da5cae4b18da817ab2e82943ad90e74f267a06a6172db8dbcb6edf0ce|219d7ba1e216b5f8101468aad272e3db75eb813efc546acbe8844147c22498ee|d56e2997788a4b3d90bb829416161ff9eb6ccdfe377cb52acfbdd2175f4b4acf,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29c-raw-top100-extra-tail-0016,mattergen_pilot_5k_3gpu_04458,raw_top100_extra_tail,Tb3 Sm2 Y5 Ho2,12,Ho|Sm|Tb|Y,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29c-raw-top100-extra-tail-0016/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29c-raw-top100-extra-tail-0016,4 3 3,60,480,Ho.GGA-PBE-paw-v1.0.UPF|Sm.GGA-PBE-paw-v1.0.UPF|Tb.GGA-PBE-paw-v1.0.UPF|Y_pbe_v1.uspp.F.UPF,f7c5151fcd9f62b8dfdb20d9b685f373cafe5ac0163636bf53e8df31935a919b|546386422d6cd3d5eea8e28282cd08901f34da134914fbe32115451ef94bc075|cde673681d993b83b0a65e3945537e1c4ec61bbfee3c4b0a432f2fb38bbeb478|5be8c6f04a4624425acd919bf34103b4498606638e23b0adb6386ce4f6fc86fc,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29c-raw-top100-extra-tail-0017,mattergen_pilot_5k_3gpu_03836,raw_top100_extra_tail,Tb2 Ho6,8,Ho|Tb,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29c-raw-top100-extra-tail-0017/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29c-raw-top100-extra-tail-0017,4 3 3,60,480,Ho.GGA-PBE-paw-v1.0.UPF|Tb.GGA-PBE-paw-v1.0.UPF,f7c5151fcd9f62b8dfdb20d9b685f373cafe5ac0163636bf53e8df31935a919b|cde673681d993b83b0a65e3945537e1c4ec61bbfee3c4b0a432f2fb38bbeb478,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29c-raw-top100-extra-tail-0018,mattergen_pilot_5k_3gpu_02929,raw_top100_extra_tail,Ho3 Lu1,4,Ho|Lu,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29c-raw-top100-extra-tail-0018/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29c-raw-top100-extra-tail-0018,6 6 2,60,480,Ho.GGA-PBE-paw-v1.0.UPF|Lu.GGA-PBE-paw-v1.0.UPF,f7c5151fcd9f62b8dfdb20d9b685f373cafe5ac0163636bf53e8df31935a919b|87008e40c1255b98e4ddee33d15ae06a3c2586a35a7bbfcdef11e400d220d78a,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29c-raw-top100-extra-tail-0019,mattergen_pilot_5k_3gpu_01518,raw_top100_extra_tail,Y2 Ho4 Zn4,10,Ho|Y|Zn,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29c-raw-top100-extra-tail-0019/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29c-raw-top100-extra-tail-0019,6 3 3,60,480,Ho.GGA-PBE-paw-v1.0.UPF|Y_pbe_v1.uspp.F.UPF|Zn_pbe_v1.uspp.F.UPF,f7c5151fcd9f62b8dfdb20d9b685f373cafe5ac0163636bf53e8df31935a919b|5be8c6f04a4624425acd919bf34103b4498606638e23b0adb6386ce4f6fc86fc|7710c776159022cdfa14188f04942712811d9a24ad0e74db5ce7c3bdfb95dbbf,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29c-raw-top100-extra-tail-0020,mattergen_pilot_5k_3gpu_00085,raw_top100_extra_tail,Cs3 Ca2 V1 F9,15,Ca|Cs|F|V,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29c-raw-top100-extra-tail-0020/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29c-raw-top100-extra-tail-0020,4 4 3,60,480,Ca_pbe_v1.uspp.F.UPF|Cs_pbe_v1.uspp.F.UPF|f_pbe_v1.4.uspp.F.UPF|v_pbe_v1.4.uspp.F.UPF,5887acb75823f7f92df1b3117fece4e43498cafccaaaf9cfa653615af1a20d6e|5039c3123828de0c626459254b67b6637225866dd81d5ee1d855e26f99d3ac2c|9802dd8e5c30fe92ff0a8dc0865f4fb9023d6a3a42caccdd33c0de6de83d0883|4fc8afef98a911c82908fb9142edf71b2f598dd98762b355a6d291d834fb6d0c,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29c-raw-top100-extra-tail-0021,mattergen_pilot_5k_3gpu_03748,raw_top100_extra_tail,Li2 Ho4 Sc1 S8,15,Ho|Li|S|Sc,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29c-raw-top100-extra-tail-0021/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29c-raw-top100-extra-tail-0021,3 3 3,60,480,Ho.GGA-PBE-paw-v1.0.UPF|li_pbe_v1.4.uspp.F.UPF|s_pbe_v1.4.uspp.F.UPF|Sc_ONCV_PBE-1.0.oncvpsp.upf,f7c5151fcd9f62b8dfdb20d9b685f373cafe5ac0163636bf53e8df31935a919b|02cc4b3810e28a43b570277840d9631ca24f634d922928200c047b72c0a86bf5|84ad731864187f416f714e961c3ad2f04dcbf811618e724d277885c18cb470df|60775605c9d2ea22ab38f061d8ef6421bb0e8ec71f0de4d7ea24a1e0936b702b,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29c-raw-top100-extra-tail-0022,mattergen_pilot_5k_3gpu_04985,raw_top100_extra_tail,Ce1 Y2 Ho1 Sb4,8,Ce|Ho|Sb|Y,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29c-raw-top100-extra-tail-0022/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29c-raw-top100-extra-tail-0022,6 3 3,60,480,Ce.GGA-PBE-paw-v1.0.UPF|Ho.GGA-PBE-paw-v1.0.UPF|sb_pbe_v1.4.uspp.F.UPF|Y_pbe_v1.uspp.F.UPF,2682b4bd433cbd14b97dd0e7f803271508ae07d9b1d256c8d759bdd7c3280ca0|f7c5151fcd9f62b8dfdb20d9b685f373cafe5ac0163636bf53e8df31935a919b|efe7c83d2aca3ab7d66eb1fc5b50c6e865e18521318454a41a9c106cb1f456d0|5be8c6f04a4624425acd919bf34103b4498606638e23b0adb6386ce4f6fc86fc,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29c-raw-top100-extra-tail-0023,mattergen_pilot_5k_3gpu_04694,raw_top100_extra_tail,Yb2 O2 F1,5,F|O|Yb,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29c-raw-top100-extra-tail-0023/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29c-raw-top100-extra-tail-0023,6 6 5,60,480,f_pbe_v1.4.uspp.F.UPF|O.pbe-n-kjpaw_psl.0.1.UPF|Yb.GGA-PBE-paw-v1.0.UPF,9802dd8e5c30fe92ff0a8dc0865f4fb9023d6a3a42caccdd33c0de6de83d0883|7c4b6ed541f83d0afdf5c1d3a8c611340f073f3e2b11e95b7963bb2ee26929aa|e140c7c53c784a5ce52eec1c3f7a97b2641f0fd6a97762cdf27ff2b08f86dbf2,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29c-raw-top100-extra-tail-0024,mattergen_pilot_5k_3gpu_01372,raw_top100_extra_tail,Ho4 Ru1 Rh1 Br2,8,Br|Ho|Rh|Ru,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29c-raw-top100-extra-tail-0024/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29c-raw-top100-extra-tail-0024,6 4 3,60,480,br_pbe_v1.4.uspp.F.UPF|Ho.GGA-PBE-paw-v1.0.UPF|Rh_ONCV_PBE-1.0.oncvpsp.upf|Ru_ONCV_PBE-1.0.oncvpsp.upf,611dc0ac2804aed2e5b8a3c138f272b2a4e131009aad5279454170f948176951|f7c5151fcd9f62b8dfdb20d9b685f373cafe5ac0163636bf53e8df31935a919b|e9b88f5513e25cd2833cd4587d2d34b46dd0be86aaa0e7b00404147510a87504|b9e3df964a103d42e34c2027028361cb6592bdb0bff60275bbaa48c5eaf2adff,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
